TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
133773,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2460 Scott St,1,Sidewalk: Curb side : Cutout,Private,,16,Width 4ft,37.79246726,-122.4395335
209974,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,634 Miramar Ave,1,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.72831263,-122.4581057
9999,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',126 Guerrero St,1,Sidewalk: Curb side : Cutout,DPW,,18,5x12,37.76921223,-122.4246565
29149,DPW Maintained,Lophostemon confertus :: Brisbane Box,301X Jones St,1,Sidewalk: Curb side : Cutout,DPW,6/13/15 0:00,3,3x3,37.7839498,-122.4126863
134799,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1070 Lombard St,3,Sidewalk: Curb side : Yard,Private,,9,,37.80213141,-122.4191471
30326,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,946 Capitol Ave,1,Sidewalk: Curb side : Cutout,Private,10/13/17 11:13,3,,37.71906925,-122.4591242
177625,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,600 Italy Ave,2,Sidewalk: Curb side : Cutout,Private,,8,Width 2ft,37.71603005,-122.4345534
106947,DPW Maintained,Prunus cerasifera :: Cherry Plum,2710 Baker St,2,Sidewalk: Curb side : Cutout,Private,7/2/14 0:00,1,3x3,37.79606292,-122.4453857
123907,DPW Maintained,Pittosporum undulatum :: Victorian Box,151 10th Ave,1,Sidewalk: Curb side : Cutout,Private,,17,Width 4ft,37.78551,-122.4689918
212470,DPW Maintained,Prunus cerasifera :: Cherry Plum,101 Wildwood Way,2,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.72754695,-122.4563102
238522,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,116 Moffitt St,1,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.73743517,-122.4330686
246246,DPW Maintained,Pittosporum undulatum :: Victorian Box,90 Frederick St,1,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.76753847,-122.4443178
46353,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2900 Washington St,2,Sidewalk: Curb side : Cutout,Private,2/27/02 0:00,8,,37.79078673,-122.4412931
21565,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1458 Sutter St,1,Sidewalk: Curb side : Cutout,DPW,,18,4X4,37.78729185,-122.4243405
241428,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,814 Duncan St,1,Sidewalk: Curb side : Cutout,Private,,4,Width 2ft,37.74547208,-122.4382894
19262,DPW Maintained,Pittosporum undulatum :: Victorian Box,1335 Scott St,1,Sidewalk: Curb side : Cutout,Private,,18,4X4,37.78219531,-122.4376084
4221,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3969 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.7475408,-122.4285472
3015,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2451X California St,1,Sidewalk: Curb side : Cutout,DPW,,25,2X2,37.78873184,-122.4346644
183551,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1200 Vicente St,1,Sidewalk: Curb side : Cutout,Private,,16,Width 0ft,37.73920093,-122.4798918
230477,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,730 Florida St,5,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.75985952,-122.4110098
201010,DPW Maintained,Lophostemon confertus :: Brisbane Box,2290 03rd St,1,Sidewalk: Curb side : Cutout,Private,,2,Width 2ft,37.76098758,-122.3887564
235173,DPW Maintained,Pittosporum undulatum :: Victorian Box,4044 22nd St,1,Sidewalk: Curb side : Cutout,Private,,20,Width 3ft,37.75437628,-122.4373414
84674,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,4045 24th St,1,Sidewalk: Curb side : Cutout,Private,12/27/12 0:00,4,3x3,37.75130564,-122.4328702
10331,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,838 Haight St,1,Sidewalk: Curb side : Cutout,Private,4/12/07 0:00,8,5x5,37.77167675,-122.4361039
222075,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,250 14th St,3,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.76842185,-122.4186009
14053,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1355 Market St,9,Sidewalk: Curb side : Cutout,DPW,,3,4X4,37.77713184,-122.4165543
26049,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,136 Broad St,1,Sidewalk: Curb side : Cutout,Private,3/10/07 0:00,3,3X3,37.71326115,-122.4573902
180021,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1800x Alemany Blvd,10,Median : Cutout,DPW,,4,Width 2ft,37.72315339,-122.4376889
130905,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1000 Jones St,2,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.79064605,-122.4138759
182517,DPW Maintained,Pittosporum undulatum :: Victorian Box,1610 Lawton St,2,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.75789278,-122.4801738
195389,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,190x Beale St,4,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.79001781,-122.3945589
235760,DPW Maintained,Prunus cerasifera :: Cherry Plum,1348 Vermont St,1,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.75252768,-122.4034456
86344,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2363 25th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/18/06 0:00,3,3x3,37.74347936,-122.4822505
229157,DPW Maintained,Lophostemon confertus :: Brisbane Box,3195 26th St,1,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.74925584,-122.4135009
5922,Permitted Site,Lophostemon confertus :: Brisbane Box,1300X Eddy St,5,Sidewalk: Curb side : Cutout,Private,5/7/92 0:00,12,4X4,37.78206203,-122.4296075
116000,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1454 Jones St,4,Sidewalk: Curb side : Cutout,Private,,11,3x3,37.7948974,-122.4147282
241998,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1138 Alabama St,1,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.7536703,-122.411132
244463,DPW Maintained,Pittosporum undulatum :: Victorian Box,406 Steiner St,3,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.77309617,-122.4322512
115134,Permitted Site,Lophostemon confertus :: Brisbane Box,499X MAIN ST,12,Sidewalk: Curb side : Cutout,Private,,10,,37.78724942,-122.3889664
16957,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,673 Oak St,2,Sidewalk: Curb side : Cutout,DPW,1/25/08 0:00,3,3X3,37.77398518,-122.4301281
179052,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,35 Delano Ave,2,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.72733098,-122.4398464
67486,DPW Maintained,Pittosporum undulatum :: Victorian Box,617 Wisconsin St,1,Sidewalk: Curb side : Cutout,Private,9/8/92 0:00,6,,37.75926202,-122.3990347
92244,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1510 32nd Ave,2,Sidewalk: Curb side : Cutout,Private,7/23/09 0:00,1,3x3,37.75896284,-122.4907049
15201,DPW Maintained,Lophostemon confertus :: Brisbane Box,1120 Mission St,4,Sidewalk: Curb side : Cutout,DPW,4/12/95 0:00,6,3X3,37.77888219,-122.4114764
250909,DPW Maintained,Pittosporum undulatum :: Victorian Box,283 29th Ave,1,Sidewalk: Curb side : Yard,Private,,13,Width 4ft,37.78402696,-122.4893957
1509,DPW Maintained,Pittosporum undulatum :: Victorian Box,364 Arguello Blvd,1,Sidewalk: Curb side : Cutout,DPW,10/15/96 0:00,9,3X3,37.78454089,-122.4587286
120100,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2533 Lake St,1,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.78558961,-122.4868639
202410,DPW Maintained,Lophostemon confertus :: Brisbane Box,300 Beale St,3,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.78838258,-122.3925036
22038,DPW Maintained,Lophostemon confertus :: Brisbane Box,2895 03rd St,6,Sidewalk: Curb side : Cutout,DPW,2/14/95 0:00,3,3X3,37.75340073,-122.3876708
95145,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3738 Geary Blvd,1,Sidewalk: Curb side : Cutout,Private,,4,3x3,37.78137546,-122.4596769
57164,DPW Maintained,Pittosporum undulatum :: Victorian Box,2989 Jackson St,1,Sidewalk: Curb side : Cutout,Private,10/26/74 0:00,15,,37.79116984,-122.4443019
214907,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,334 San Leandro Way,2,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.7311353,-122.4688466
10479,DPW Maintained,Lophostemon confertus :: Brisbane Box,1654 Haight St,1,Sidewalk: Curb side : Cutout,DPW,12/2/07 0:00,12,3X3,37.769751,-122.4494797
126869,Prune Opt Out,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',45 Walnut St,2,Sidewalk: Curb side : Cutout,Private,,14,Width 2ft,37.79081471,-122.4493157
1562,DPW Maintained,Pittosporum undulatum :: Victorian Box,561 Arguello Blvd,1,Sidewalk: Curb side : Cutout,Private,,30,3X3,37.78004905,-122.4588994
63002,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1247 42nd Ave,1,Sidewalk: Curb side : Cutout,Private,9/22/86 0:00,2,,37.76335092,-122.5019086
13911,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1067 Market St,2,Sidewalk: Curb side : Cutout,DPW,,30,4X4,37.78097423,-122.4116357
129971,DPW Maintained,Lophostemon confertus :: Brisbane Box,245 Taylor St,2,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.78486671,-122.4111954
237489,DPW Maintained,Prunus cerasifera :: Cherry Plum,964 Noe St,1,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.75350724,-122.4321583
256115,Planning Code 138.1 required,Arbutus 'Marina' :: Hybrid Strawberry Tree,503 Anderson St,1,Sidewalk: Curb side : Cutout,Private,9/12/18 0:00,3,3x3,37.73711377,-122.4152742
8671,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2900 Geary Blvd,3,Sidewalk: Curb side : Cutout,Private,2/22/96 0:00,7,3X3,37.78220247,-122.4504931
130799,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2624 Steiner St,2,Sidewalk: Curb side : Yard,Private,,7,Width 4ft,37.79334342,-122.4363424
214981,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,89 Agua Way,1,Sidewalk: Curb side : Cutout,Private,,8,Width 2ft,37.74205447,-122.4533484
56411,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',118 18th Ave,1,Sidewalk: Curb side : Cutout,Private,8/20/73 0:00,14,,37.78564138,-122.4775333
225353,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',133 Otis St,4,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.77194267,-122.4199675
72939,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1941 Lyon St,1,Sidewalk: Curb side : Cutout,Private,,5,,37.78893169,-122.445781
241653,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,145 Albion St,3,Sidewalk: Curb side : Cutout,Private,,3,Width 5ft,37.76407346,-122.4227089
235870,Permitted Site,Prunus cerasifera :: Cherry Plum,619 York St,1,Sidewalk: Curb side : Cutout,Private,5/10/94 0:00,7,Width 3ft,37.76124092,-122.4089886
126903,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',145 Presidio Ave,2,Sidewalk: Curb side : Cutout,Private,,11,Width 5ft,37.79018763,-122.4474717
26766,DPW Maintained,Lophostemon confertus :: Brisbane Box,1661 Pine St,13,Sidewalk: Curb side : Cutout,Private,,8,3X3,37.78926544,-122.422703
86159,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1235 24th Ave,1,Sidewalk: Curb side : Cutout,DPW,1/19/07 0:00,3,3x3,37.7644623,-122.4826285
192141,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',609 Minna St,4,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.77859678,-122.4105859
141185,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1953 O'Farrell St,2,Sidewalk: Curb side : Cutout,Private,,13,Width 0ft,37.78268237,-122.4368343
202002,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,200 Paul Ave,5,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.72303938,-122.3981014
37189,DPW Maintained,Pittosporum undulatum :: Victorian Box,1486 30th Ave,1,Sidewalk: Curb side : Cutout,Private,4/12/01 0:00,5,,37.75957389,-122.488576
133580,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3421 Pacific Ave,2,Sidewalk: Curb side : Cutout,Private,,8,Width 2ft,37.791052,-122.451467
217857,DPW Maintained,Prunus cerasifera :: Cherry Plum,1447 Willard St,1,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.76346939,-122.4542067
212485,DPW Maintained,Prunus cerasifera :: Cherry Plum,279 Pacheco St,3,Sidewalk: Curb side : Yard,Private,,4,Width 4ft,37.74785568,-122.4625385
120030,DPW Maintained,Pittosporum undulatum :: Victorian Box,5250 Fulton St,5,Sidewalk: Property side : Yard,Private,,9,Width 6ft,37.77248638,-122.4882967
72442,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',640 Mason St,1,Sidewalk: Curb side : Cutout,Private,,6,,37.78959419,-122.4102896
113643,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,1400 MISSION ST,5,Sidewalk: Curb side : Cutout,Private,2/9/16 0:00,3,4x6,37.77527096,-122.4159838
250424,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,66 Seacliff Ave,1,Sidewalk: Curb side : Yard,Private,,16,Width 4ft,37.78895714,-122.4859748
193155,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,33 Clementina St,3,Sidewalk: Curb side : Cutout,Private,,3,Width 2ft,37.78696711,-122.3958714
5026,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,5320 Diamond Heights Blvd,10,Sidewalk: Curb side : Cutout,Private,1/6/92 0:00,3,2X2,37.74277322,-122.436671
225318,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',25 Fillmore St,1,Sidewalk: Curb side : Cutout,Private,,17,Width 3ft,37.76973265,-122.4300587
184542,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,1701 40th Ave,1,Sidewalk: Curb side : Cutout,Private,2/13/18 0:00,3,3x3,37.75497106,-122.4991718
193286,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1333 Hudson Ave,15,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.7323563,-122.3801837
138667,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1723 LYON ST,1,Sidewalk: Curb side : Pot,Private,,12,Width 0ft,37.7868166,-122.4453794
24492,Permitted Site,Lophostemon confertus :: Brisbane Box,495X Fell St,6,Sidewalk: Curb side : Cutout,Private,6/24/95 0:00,6,3X3,37.77560902,-122.4249888
177596,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2969 Alemany Blvd,1,Sidewalk: Curb side : Cutout,DPW,1/30/18 0:00,17,Width 2ft,37.71136852,-122.4526619
234164,DPW Maintained,Pittosporum undulatum :: Victorian Box,1800 Alabama St,1,Sidewalk: Curb side : Yard,Private,,3,Width 3ft,37.74422314,-122.4104706
119551,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,601 30th Ave,29,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.77738951,-122.4899942
131545,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1338 Clay St,2,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.79324076,-122.4147408
49525,DPW Maintained,Lophostemon confertus :: Brisbane Box,575@ DIVISION 10th St,4,Sidewalk: Curb side : Cutout,Private,4/23/03 0:00,7,,37.76969642,-122.4087483
128731,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',565 Pacific Ave,3,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.79710577,-122.4048519
111250,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3121x Vicente St,1,Sidewalk: Curb side : Cutout,Private,,6,3x3,37.73810025,-122.5004466
178719,DPW Maintained,Prunus cerasifera :: Cherry Plum,101 Prague St,3,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.72024975,-122.4261221
235659,DPW Maintained,Prunus cerasifera :: Cherry Plum,2 Brosnan St,3,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.76876129,-122.4226108
101320,Undocumented,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',6-8 Steiner St,1,Sidewalk: Curb side : Cutout,Private,,12,6x6,37.76931504,-122.4315059
187474,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,4399 Mission St,9,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.72815278,-122.431747
135590,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,150x Drumm St,2,Median : Yard,DPW,,8,Width 7ft,37.79493038,-122.39666
175507,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,95 Gladstone Dr,3,Sidewalk: Property side : Yard,Private,6/16/21 0:00,3,Width 3ft,37.72939087,-122.4210958
13795,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,929 Market St,4,Sidewalk: Curb side : Cutout,DPW,9/12/93 0:00,30,3X3,37.78339759,-122.4085601
30362,DPW Maintained,Pittosporum undulatum :: Victorian Box,606 Arkansas St,1,Sidewalk: Curb side : Cutout,Private,3/2/56 0:00,11,,37.75852471,-122.3981897
134345,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1028 Market St,4,Sidewalk: Curb side : Cutout,Private,,13,Width 4ft,37.7817173,-122.4110952
198154,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2 Zoe St,6,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.7801782,-122.3964804
25779,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1711 Geneva Ave,1,Sidewalk: Curb side : Cutout,DPW,4/18/97 0:00,18,2X3,37.7111607,-122.426399
23622,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,101X Vicente St,2,Sidewalk: Curb side : Cutout,DPW,,16,3X3,37.73976858,-122.4672855
225034,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',4403 18th St,1,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.76052423,-122.438405
16389,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',238 Myrtle St,1,Sidewalk: Curb side : Cutout,Private,,6,3X3,37.7851454,-122.4221053
10545,DPW Maintained,Lophostemon confertus :: Brisbane Box,165 Harbor Rd,2,Sidewalk: Curb side : Cutout,DPW,2/12/92 0:00,12,3X4,37.732451,-122.3785079
51059,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1751 Newcomb Ave,1,Sidewalk: Curb side : Cutout,Private,7/9/04 0:00,6,,37.73679169,-122.3926933
45648,DPW Maintained,Prunus cerasifera :: Cherry Plum,161 Naples St,1,Sidewalk: Curb side : Cutout,Private,10/27/05 0:00,3,,37.7261072,-122.4271553
135285,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1000 The Embarcadero,3,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.80054971,-122.3990875
92462,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3445 Lawton St,4,Sidewalk: Curb side : Cutout,Private,7/30/09 0:00,2,3x3,37.75686541,-122.4999649
192961,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1 Missouri St,2,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.76609755,-122.3967785
23044,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1000 Valencia St,3,Sidewalk: Curb side : Cutout,DPW,2/1/95 0:00,18,3x3,37.75668817,-122.4212589
190357,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',357 Bryant St,1,Sidewalk: Curb side : Cutout,Private,,20,Width 3ft,37.78313486,-122.3933905
135043,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,252 Broadway,3,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.79852701,-122.4020756
100530,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1434 Taylor St,1,Sidewalk: Curb side : Cutout,Private,,16,,37.79565809,-122.4131987
238725,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,150 Appleton Ave,1,Sidewalk: Curb side : Yard,Private,,6,Width 3ft,37.73801158,-122.4220442
117963,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,4545 Anza St,11,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.77753646,-122.4965871
130899,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,810 Mason St,5,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.79128057,-122.4106222
175497,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,780 Woolsey St,17,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.72287811,-122.4118815
138948,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,738 HAYES ST,1,Sidewalk: Curb side : Cutout,Private,8/7/08 0:00,4,Width 0ft,37.7762322,-122.4286181
44181,DPW Maintained,Pittosporum undulatum :: Victorian Box,3731 Scott St,1,Sidewalk: Curb side : Cutout,Private,12/15/00 0:00,8,,37.80435416,-122.4421061
97063,DPW Maintained,Lophostemon confertus :: Brisbane Box,1599X Newcomb Ave,4,Sidewalk: Curb side : Cutout,SFUSD,,10,3x3,37.7351486,-122.3897551
224733,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3590 19th St,2,Sidewalk: Curb side : Cutout,Private,,18,Width 3ft,37.7600382,-122.42338
2566,DPW Maintained,Pittosporum undulatum :: Victorian Box,1600 Bush St,1,Sidewalk: Curb side : Cutout,DPW,,11,4X4,37.78832822,-122.423765
140873,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,66 Wood St,4,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.78272848,-122.4491116
27059,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,801 Silver Ave,1,Sidewalk: Curb side : Cutout,DPW,,12,4x15,37.72893955,-122.4174397
133578,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,250 Laurel St,6,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.78892983,-122.4504677
43773,DPW Maintained,Pittosporum undulatum :: Victorian Box,103 19th Ave,5,Sidewalk: Curb side : Cutout,Private,7/26/00 0:00,6,,37.78567623,-122.478781
102923,DPW Maintained,Pittosporum undulatum :: Victorian Box,1461 Pine St,1,Sidewalk: Curb side : Cutout,Private,3/12/13 0:00,1,3x3,37.78962626,-122.4198788
231293,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3820 25th St,3,Sidewalk: Curb side : Cutout,Private,,13,Width 2ft,37.75026409,-122.425502
130551,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,3333 Jackson St,1,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.79046521,-122.4498548
127680,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',623 Powell St,1,Sidewalk: Curb side : Cutout,Private,,17,Width 4ft,37.79040981,-122.4089116
44312,DPW Maintained,Prunus cerasifera :: Cherry Plum,2574 Broadway,1,Sidewalk: Curb side : Cutout,Private,3/2/01 0:00,5,,37.79379946,-122.4393364
103764,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,90X Frank Norris St,3,Sidewalk: Curb side : Cutout,DPW,11/1/09 0:00,3,3x3,37.78927035,-122.4195758
234060,DPW Maintained,Pittosporum undulatum :: Victorian Box,1400 Utah St,1,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.75162404,-122.4053058
190183,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',20 Spear St,11,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.79323461,-122.3950955
235816,DPW Maintained,Prunus cerasifera :: Cherry Plum,54 Sycamore St,1,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.76267902,-122.4206246
213490,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,600 Miramar Ave,2,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.72772453,-122.4580501
95337,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,855@Broadway Battery St,2,Sidewalk: Curb side : Cutout,Private,8/17/11 0:00,4,3x3,37.79909187,-122.4012351
105802,DPW Maintained,Pittosporum undulatum :: Victorian Box,2550 Fulton St,3,Sidewalk: Curb side : Cutout,Private,,20,6x9,37.77431738,-122.4592428
95966,DPW Maintained,Pittosporum undulatum :: Victorian Box,5500 Geary Blvd,1,Median :,DPW,3/12/11 0:00,2,,37.7805919,-122.4785275
229933,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,651 29th St,3,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.74317641,-122.4343788
200897,DPW Maintained,Lophostemon confertus :: Brisbane Box,4251 03rd St,4,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.73902624,-122.3890718
9871,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1450X Gough St,4,Sidewalk: Curb side : Cutout,Private,,36,3X3,37.78688385,-122.4249126
76145,DPW Maintained,Lophostemon confertus :: Brisbane Box,2999X Polk St,3,Sidewalk: Curb side : Cutout,SFUSD,11/16/96 0:00,6,4x4,37.8033776,-122.4241268
106083,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3444 Washington St,2,Sidewalk: Curb side : Cutout,Private,,21,,37.78966188,-122.4500681
48433,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1190 Sacramento St,2,Sidewalk: Curb side : Cutout,Private,7/26/02 0:00,10,,37.79262622,-122.4124182
127709,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1423 Taylor St,2,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.79543007,-122.4133114
